cid,SMILES,AO,ROS,NRF2
88947027,C1CN(CCN1)C(=O)C2=CC=C(S2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,0,1,0
88947030,C1CCN(C1)C(=O)C2=NC=C(C=C2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,0,1,0
88947031,C1COCCN1CCNC(=O)C2=NC=C(C=C2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,0,1,0
88947032,CC(=O)N1CCN(CC1)C2=CC3=C(C=C2)C(=C(C=C3)O)C=O,0,1,0
88947033,CN1CCN(CC1)C2CCN(CC2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,0,1,0
88947034,C1CN(CCN1CCN)C(=O)C2=CC=C(S2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,0,1,0
88947037,CN1CCN(CC1)C(=O)C2=CC(=C(C=C2)Cl)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,0,1,0
88947051,COCCNC(=O)C1=CC=C(C=C1)C2=CC3=C(C=C2)C(=C(C=C3)O)C=O,0,1,0
88947117,CN(CC1=CC=NC=C1)C(=O)C2CCN(C2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,0,1,0
88947118,C1CC(CN(C1)C2=CC3=C(C=C2)C(=C(C=C3)O)C=O)NCC4=CC=CC=C4,0,1,0
88947119,C1CN(CCC1NCC2=CC=CC=C2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,0,1,0
88947123,C1CN(CCN1CC2=CN=CC=C2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,0,1,0
88947130,C1=CC2=C(C=CC(=C2C=O)O)C=C1/C=C/C(=O)O,0,1,0
88947133,C1CNCC1NC(=O)C2=CC=C(S2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,0,1,0
88947174,CN1CCN(CC1)C2=NC=C(C=N2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,0,1,0
88947175,C1CN(CCC1N2CCOCC2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,0,1,0
88947177,CN1CCCC(C1)NC(=O)C2=CC=C(S2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,0,1,0
88947178,CN1CCC(C1)NC(=O)C2=CC=C(S2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,0,1,0
88947222,CC1=C(SC(=C1)C(=O)N2CCOCC2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,0,1,0
88947223,C1COCCN1C(=O)C2=CC(=C(C=C2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O)Cl,0,1,0
88947224,CN1CCN(CC1)C(=O)/C=C/C2=CC3=C(C=C2)C(=C(C=C3)O)C=O,0,1,0
88947226,CN1CCN(CC1)C(=O)C2=CN=CC(=C2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,0,1,0
88947227,CN1CCCCC1CNC(=O)C2=CC=C(S2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,0,1,0
88947241,C1=CC2=C(C=CC(=C2C=O)O)C=C1CCC(=O)O,0,1,0
88947284,C1CC(CN(C1)C2=CC3=C(C=C2)C(=C(C=C3)O)C=O)NCC4=CC=CC=N4,0,1,0
88947286,C1CN(CCC1C(=O)N2CCOCC2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,0,1,0
88947288,CN(C)CCCNC(=O)C1=CC=C(S1)C2=CC3=C(C=C2)C(=C(C=C3)O)C=O,0,1,0
88947290,CN1CCN(CC1)C2=NC(=CS2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,0,1,0
88947292,C1COCCN1CCNC(=O)C2=CC=C(O2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,0,1,0
88947297,CN(C)CCNC(=O)C1=CC=C(S1)C2=CC3=C(C=C2)C(=C(C=C3)O)C=O,0,1,0
88947298,COCC1=CN(N=N1)C2=CC3=C(C=C2)C(=C(C=C3)O)C=O,0,1,0
88947301,CN(C1CCCN(C1)C2=CC3=C(C=C2)C(=C(C=C3)O)C=O)S(=O)(=O)C,0,1,0
88947302,CN1CCCC(C1)CNC(=O)C2=CC=C(S2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,0,1,0
88947303,C1CCN(CC1)C2CCN(C2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,0,1,0
88947305,C1COCCN1CCNC(=O)C2=CC=C(C=C2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,0,1,0
88947307,CN1CCN(CC1)C2=NC=C(S2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,0,1,0
88947310,COCCNC(=O)C1=CC=C(S1)C2=CC3=C(C=C2)C(=C(C=C3)O)C=O,0,1,0
88947326,CN1CCN(CC1)C(=O)C2CCN(C2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,0,1,0
88947327,C1CN(CCC1NCC2=CC=CC=N2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,0,1,0
88947345,CNC(=O)C1=CC=C(S1)C2=CC3=C(C=C2)C(=C(C=C3)O)C=O,0,1,0
88947348,C1CNCCC1NC(=O)C2=CC=C(S2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,0,1,0
88947349,C1CC(CNC1)CNC(=O)C2=CC=C(S2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,0,1,0
88947350,C1CNCCC1CNC(=O)C2=CC=C(S2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,0,1,0
88947351,C1CCNC(C1)CNC(=O)C2=CC=C(S2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,0,1,0
88947352,CN(C)C(=O)C1=CC=C(S1)C2=CC3=C(C=C2)C(=C(C=C3)O)C=O,0,1,0
88947355,CN1CCC(CC1)NC(=O)C2=CC=C(S2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,0,1,0
88947356,CNC(=O)C1=CC=CC(=C1)C2=CC3=C(C=C2)C(=C(C=C3)O)C=O,0,1,0
88947357,C1=CC2=C(C=CC(=C2C=O)O)C=C1C3=CC=C(S3)C(=O)NCCOCCOCCN,0,1,0
88947358,CN1CCN(CC1)C(=O)C2=CC=C(C=C2)OC3=CC4=C(C=C3)C(=C(C=C4)O)C=O,0,1,0
89461958,CS(=O)(=O)CCOC(=O)N1CCC(CC1)C(CC#N)N2C=C(C(=N2)NC3=CC=C(C=C3)F)C(=O)N,0,1,0
89461963,CS(=O)C1=CC=C(C=C1)NC2=NN(C=C2C(=O)N)C(CC#N)C3CC3,0,1,0
89462012,CC(C)(C)OC(=O)N1CCC(C1)C(CC#N)N2C=C(C(=N2)NC3=CC=C(C=C3)F)C(=O)N,0,1,0
89473256,CC(C)(C)OC(=O)CN1CC2=C(C1=O)C=CC(=C2)NC3=NN(C=C3C(=O)N)C(CC#N)C4CC4,0,1,0
89473260,CN(C)CCOC(=O)N1CCC(CC1)[C@H](CC#N)N2C=C(C(=N2)NC3=CC=C(C=C3)F)C(=O)N,0,1,0
89514856,C1CNCCC1CN[C@H]2C[C@@H]2C3=CC=C(C=C3)C4=CC=NN4,0,1,0
89514885,C1CNCCC1CN[C@H]2C[C@@H]2C3=CC=C(C=C3)C4=CC(=CC=C4)C(F)(F)F,0,1,0
89514994,C1CNCCC1CCN[C@H]2C[C@@H]2C3=CC=CC=C3,0,1,0
89518689,CC(=O)NC1CCC(CC1)N[C@H]2C[C@@H]2C3=CN=C(C=C3)C4=CC(=CC=C4)C(F)(F)F,0,1,0
89519159,C1COCCC1CCN[C@H]2C[C@@H]2C3=CC=CC=C3,0,1,0
89768901,CCN1CCN(CC1)CC2=CC(=C3N2N=CN=C3N)C4=CC5=C(S4)C(=CC(=C5)C)OC,0,1,0
89773162,CCN(CC)C1CCN(C1)CC2=CC(=C3N2N=CN=C3N)C4=CC5=C(S4)C(=CC(=C5)C)OC,0,1,0
89773164,CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)CN5CC(C(C5)O)NCCO)N,0,1,0
89773165,CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)CN5CCN(CC5)CCO)N,0,1,0
89773166,CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)CN5CCC(C5)NCC(C)O)N,0,1,0
89773167,CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)CN5CC6CNCC6C5)N,0,1,0
89773168,CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)CN5CC[C@H](C5)N)N,0,1,0
89773169,CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)CN5CCN6CCCC6C5)N,0,1,0
89773173,CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)CNC5CCC(CC5)N(C)C)N,0,1,0
89773174,CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)CN5CCC(CC5)O)N,0,1,0
89773177,CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)CN5CC[C@H](C5)N(C)C)N,0,1,0
89773178,CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)CN5CC(C5)O)N,0,1,0
89773179,CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)C(=O)NC5CCNC5=O)N,0,1,0
89773189,CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)CNC5CCCN(C5)C)N,0,1,0
89773190,CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)CN5CCC(C5)N(C)C)N,0,1,0
89773194,CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)CN5CCC(C5)N6CCCC6)N,0,1,0
89773196,CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)CNCCN5CCC(CC5)O)N,0,1,0
89773198,CC1=CC=C(C=C1)C2CCCN2CC3=CC(=C4N3N=CN=C4N)C5=CC6=C(S5)C(=CC(=C6)C)OC,0,1,0
89773202,CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)C(=O)N5CCC(CC5)O)N,0,1,0
89773217,CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)CN5CCNC(C5)C(=O)N)N,0,1,0
89773219,CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)CN5CC[C@@H](C5)N)N,0,1,0
89773220,CCN[C@H]1CCN(C1)CC2=CC(=C3N2N=CN=C3N)C4=CC5=C(S4)C(=CC(=C5)C)OC,0,1,0
89773222,CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)CN5CCNC(C5)C(=O)N(C)C)N,0,1,0
89773225,CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)CN(C)C5CCN(C5)C)N,0,1,0
89773226,CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)CNC5COC5)N,0,1,0
89773227,CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)CN5CCNC(C5)C(=O)O)N,0,1,0
89773230,CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)CN5CCC[C@H](C5)N)N,0,1,0
89773231,CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)CN[C@H]5CCNC5=O)N,0,1,0
89773232,CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)CN5CC[C@@H](C5)N(C)C)N,0,1,0
89773233,CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)CN5CCC[C@@H](C5)N)N,0,1,0
89773235,CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)CNC5CCCC5O)N,0,1,0
89773237,CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)CNC5CCN(CC5)C)N,0,1,0
89773238,CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)CN5CCC(CC5)OC)N,0,1,0
89773240,CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)CN5CCCC(C5)O)N,0,1,0
89773241,CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)CNC5CC5)N,0,1,0
89773243,CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)CNC5CCC(C5)N)N,0,1,0
89773244,CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)CN5CCC(C5)NC)N,0,1,0
89773245,CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)CN5CC[C@H](C5)O)N,0,1,0
89773246,CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)CN5C[C@@H]6CCCN[C@@H]6C5)N,0,1,0
89773257,CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)CN5CCC(CC5)N)N,0,1,0
89773261,CCC1CN(CCN1)CC2=CC(=C3N2N=CN=C3N)C4=CC5=C(S4)C(=CC(=C5)C)OC,0,1,0
89773262,CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)CNC5CCCNC5=O)N,0,1,0
89773266,CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)CO[C@@H]5CCNC5)N,0,1,0
89773324,CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)CN5CC(C5)N(C)C)N,0,1,0
89773326,CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)CN(C)C5CCS(=O)(=O)C5)N,0,1,0
89773327,CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)CN5CCN(CC5)C(=O)C6CC6)N,0,1,0
89773329,CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)CNCCC5CCCN5C)N,0,1,0
89773334,CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)COC[C@H]5CCCN5)N,0,1,0
89814960,CC1=C(C=CC(=C1)C2=CN=C3N2N=C(C=C3NCCC(F)(F)F)C4(CC4)C5=CC(=CC=C5)F)C(=O)NC6CC6,0,1,0
89815022,CC1=C(C=CC(=C1)C2=CN=C3N2N=C(C=C3NCCC(F)(F)F)C(=C)C4=CC(=CC=C4)F)C(=O)NC5CC5,0,1,0
89923372,CC(C(=O)N)OC1=CC2=C(C=C1)[C@H]3CC[C@]4([C@H]([C@@H]3CC2)CC=C4C5=CC(=CN=C5)F)C,0,1,0
89923801,C[C@]12CC[C@H]3[C@H]([C@@H]1CC=C2C4=CC(=CN=C4)C(F)(F)F)CCC5=C3C=CC(=C5)OCC(=O)O,0,1,0
90331908,CC(C(F)(F)F)OC(=O)N1CCC(CC1)[C@H](CC#N)N2C=C(C(=N2)NC3=CC=C(C=C3)F)C(=O)N,0,1,0
90331975,CC(C)COC(=O)N1CCC(CC1)[C@H](CC#N)N2C=C(C(=N2)NC3=CC=C(C=C3)F)C(=O)N,0,1,0
90331997,CC(C)(C)COC(=O)N1CCC(CC1)[C@H](CC#N)N2C=C(C(=N2)NC3=CC=C(C=C3)F)C(=O)N,0,1,0
90332083,CC(COC)OC(=O)N1CCC(CC1)[C@H](CC#N)N2C=C(C(=N2)NC3=CC=C(C=C3)F)C(=O)N,0,1,0
90382330,C[C@]12CC[C@H]3[C@H]([C@@H]1CC=C2C4=CC(=CN=C4)F)CCC5=C3C=CC(=C5)C(=O)N[C@@H]6CCC[C@@H]6C(=O)O,0,1,0
90395372,C1CC(CCC1N)N[C@H]2C[C@@H]2C3=CC=C(C=C3)OCC4=CC=CC=C4,0,1,0
90395376,C1CC(CCC1CN)N[C@H]2C[C@@H]2C3=CC=CC=C3,0,1,0
90395387,C1CC(CCC1N)N[C@H]2C[C@@H]2C3=CN=C(S3)C4=CC(=CC=C4)O,0,1,0
90395388,C1CC(CCC1N)N[C@H]2C[C@@H]2C3=CC=C(S3)C4=CC(=CC=C4)O,0,1,0
90395389,CC1=C(C=C(C=C1)C2=NC=C(C=C2)[C@H]3C[C@@H]3NC4CCC(CC4)N)O,0,1,0
90395393,C1CC(CCC1N)N[C@H]2C[C@@H]2C3=CC=C(C=C3)OCC4=CC(=CC=C4)N5CCNCC5,0,1,0
90395394,C1CC(CCC1N)N[C@H]2C[C@@H]2C3=CC=C(C=C3)OCC4=CN=CC=C4,0,1,0
90395397,CC1=CC(=CC=C1)CNC2=NC=C(C=C2)[C@H]3C[C@@H]3NC4CCC(CC4)N,0,1,0
90396949,CNC1CCC(CC1)N[C@H]2C[C@@H]2C3=CC=CC=C3,0,1,0
90396950,CCNC(=O)NC1CCC(CC1)N[C@H]2C[C@@H]2C3=CC=CC=C3,0,1,0
90476206,C1=C2C(=C(C(=C1O)O)O)[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)OC2=O,1,0,0
90646591,B1(C2=C(CO1)C=CC(=C2CC)OC3=C(C=C(C=C3)CN)Cl)O,0,1,0
90646684,B1(C2=C(CO1)C=CC(=C2C)OC3=C(C=C(C=C3)CN)F)O,0,1,0
90646686,B1(C2=C(CO1)C=CC(=C2C)OC3=CC=CC(=C3F)CN)O,0,1,0
90646687,B1(C2=C(CO1)C=CC(=C2C(C)C)OC3=C(C=C(C=C3)CN)Cl)O,0,1,0
91618121,CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34.CC[C@@]12CC[C@@H]3[C@@H]([C@H]1CC[C@@]2(C#C)O)CCC4=CC(=O)CC[C@@H]34,1,0,0
91754520,CC(C)(C1CCN(CC1)CC2=C3C(=CC(=C2)F)C(=NC(=N3)N4CCOCC4)C5=CC(=C(N=C5)OC)NS(=O)(=O)C)O,1,0,0
91971954,CC1=NN=C(S1)NC(=O)C2=CC(=CS2)[C@@H]3C[C@H]3NC4CCC4,0,1,0
101568804,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O[C@H]4[C@@H]([C@@H]([C@H]([C@@H](O4)C)O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C6=CC=C(C=C6)O)O)O)O,1,0,0
101679160,COC1=C(C2=C(C=C1)[C@@H]3COC4=C([C@@H]3O2)C=CC(=C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)OC,1,0,0
102004460,CN1CC2([C@@H]3C[C@@H]4[C@]5(C2C1C3CO4)C6=CC=CC=C6NC5=O)C=C,1,0,0
102004866,COC1=CC(=CC(=C1O)OC)/C=C/C(=O)O[C@H]2[C@@H]([C@H](O[C@@]2(CO)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)CO)O,1,0,0
102004867,COC1=C(C=CC(=C1)/C=C/C(=O)O[C@H]2[C@@H]([C@H](O[C@@]2(CO)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)CO)O)O,1,0,0
117670752,CCOC(=O)[C@H]1CC[C@@](C[C@H]1C)(C2=NC=C(S2)C3=CC(=CC(=C3)C4=CNN=C4)NC5=NC=CC(=N5)C(F)(F)F)O,0,1,0
117670785,C[C@@H]1C[C@](CC[C@@H]1C(=O)N)(C2=NC=C(S2)C3=CC(=CC(=C3)C4=CNN=C4)NC5=NC=CC(=N5)C(F)(F)F)O,0,1,0
117670836,CC1(C[C@](CC[C@@H]1C(=O)O)(C2=NC=C(S2)C3=CC(=CC(=C3)OC)NC4=NC=CC(=N4)C(F)(F)F)O)C,0,1,0
117817973,C1CNCC1CN[C@H]2C[C@@H]2C3=CC=CC=C3,0,1,0
117818171,CN1CCC(CC1)N[C@H]2C[C@@H]2C3=CC=CC=C3,0,1,0
117818271,C1CC1C2=CC=C(C=C2)[C@H]3C[C@@H]3NCC4CCNCC4,0,1,0
117818273,CC(C)N1CCC(CC1)N[C@H]2C[C@@H]2C3=CC=CC=C3,0,1,0
117837033,CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)CN5CCC6C5CN(C6)C)N,0,1,0
117837037,CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)CN5CCC(CC5)CO)N,0,1,0
117837039,CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)CNC5CCN(CC5)C(C)C)N,0,1,0
117837041,CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)CN5CCCC(C5)N(C)C)N,0,1,0
117838543,CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)CNCC5CCN(CC5)C)N,0,1,0
118169745,C[C@@H]1CN(S(=O)(=O)C2=CC=CC=C2O1)CC3=C(C=CC(=C3)C(CC(=O)O)C4=C(C=C(C=C4)C#N)C)C,1,0,0
118169769,CC1=C(C=C(C=C1)C(CC(=O)O)C2=C(C3=C(C=C2)N(N=N3)C)C)CN4CCCC5=CC=CC=C5S4(=O)=O,1,0,0
118169787,CC[C@@H]1CN(S(=O)(=O)C2=CC=CC=C2O1)CC3=C(C=CC(=C3)C(CC(=O)O)C4=CC(=C(C=C4C)F)CN(C)C)C,1,0,0
118169794,CCC1CN(S(=O)(=O)C2=C(O1)N=CC=C2)CC3=C(C=CC(=C3)C(CC(=O)O)C4=C(C5=C(C=C4)N(N=N5)CC)C)C,1,0,0
118169840,CC[C@@H]1CN(S(=O)(=O)C2=CC=CC=C2O1)CC3=C(C=CC(=C3)C(CC(C)C4=CN(N=N4)CC)CC(=O)O)C,1,0,0
118169877,CC[C@@H]1CN(S(=O)(=O)C2=C(O1)N=CC=C2)CC3=C(C=CC(=C3)C(CC(=O)O)C4=C(C5=C(C=C4)N(N=N5)C)C)C,1,0,0
118169891,CCC1CN(S(=O)(=O)C2=CC=CC=C2O1)CC3=C(C=CC(=C3)C(CC(=O)O)C4=C(C5=C(C=C4)N(N=N5)C)C)F,1,0,0
118169900,CC[C@@H]1CN(S(=O)(=O)C2=CC=CC=C2O1)CC3=C(C=CC(=C3)C(C4=C(C5=C(C=C4)N(N=N5)C)C)C(C)(C)C(=O)O)C,1,0,0
118169907,CCC1CN(S(=O)(=O)C2=C(O1)N=CC=C2)CC3=C(C=CC(=C3)C(CC(=O)O)C4=CC5=C(C=C4)N(N=N5)C)C,1,0,0
118169924,CC[C@@H]1CN(S(=O)(=O)C2=C(O1)N=CC=C2)CC3=C(C=CC(=C3)C(CC(=O)O)C4=C(C5=C(C=C4)N(N=N5)CC)C)C,1,0,0
118169939,CC[C@@H]1CN(S(=O)(=O)C2=CC=CC=C2O1)CC3=C(C=CC(=C3)C(CC(=O)O)C4=C(C=C(C=C4)F)F)C,1,0,0
118169970,CCCN1C=C(N=N1)CCC(CC(=O)O)C2=CC(=C(C=C2)C)CN3C[C@H](OC4=CC=CC=C4S3(=O)=O)C,1,0,0
118169975,CCC1CN(S(=O)(=O)C2=CC=CC=C2O1)CC3=C(C=CC(=C3)C(CC(=O)O)C4=C(C5=C(C=C4)N(N=N5)C)C)C,1,0,0
118169977,CC[C@@H]1CN(S(=O)(=O)C2=CC=CC=C2O1)CC3=C(C=CC(=C3)C(CC(=O)O)C4=C(C5=C(C=C4)N(N=N5)CC)C)C,1,0,0
118169978,C[C@@H]1CN(S(=O)(=O)C2=CC=CC=C2O1)CC3=C(C=CC(=C3)C(CC(=O)O)C4=C(C=C(C=C4)C(=O)C)C)C,1,0,0
118170000,C[C@@H]1CN(S(=O)(=O)C2=CC=CC=C2O1)CC3=C(C=CC(=C3)C(CC(=O)O)C4=CC=C(C=C4)F)C,1,0,0
118170004,CC[C@@H]1CN(S(=O)(=O)C2=C(O1)N=CC=C2)CC3=C(C=CC(=C3)C(CC(=O)O)C4=CC5=C(C(=C4)OC)N(N=N5)C)C,1,0,0
118170005,CC1CC2=C(C=CC(=C2)CCCN(C)C)S(=O)(=O)N(C1)CC3=C(C=CC(=C3)C(CC(=O)O)C4=C(C=C(C=C4)F)F)C,1,0,0
118170011,CC1CC2=C(C=CC(=C2)CCCN(C)C)S(=O)(=O)N(C1)CC3=C(C=CC(=C3)C(CC(=O)O)C4=C(C=C(C=C4)F)C)C,1,0,0
118170019,C[C@@H]1CN(S(=O)(=O)C2=CC=CC=C2O1)CC3=C(C=CC(=C3)C(CCC4=CC=C(C=C4)C)CC(=O)O)C,1,0,0
118170027,CC[C@@H]1CN(S(=O)(=O)C2=CC=CC=C2O1)CC3=C(C=CC(=C3)C(CC(=O)O)C4=C(C5=C(C=C4)N(N=N5)C)C)C,1,0,0
118170028,CC[C@@H]1CN(S(=O)(=O)C2=CC=CC=C2O1)CC3=C(C=CC(=C3)C(CCC4=CN(N=N4)CC)C(C)C(=O)O)C,1,0,0
118170038,CC[C@@H]1CN(S(=O)(=O)C2=CC=CC=C2O1)CC3=C(C=CC(=C3)C(CC(=O)O)C4=C(C=C(C=C4)C(=O)C)C)C,1,0,0
118170041,CC[C@@H]1CN(S(=O)(=O)C2=CC=CC=C2O1)CC3=C(C=CC(=C3)C(CC(=O)O)C4=CC5=C(C=C4)C(=O)N(C5=O)CC)C,1,0,0
118170055,C[C@@H]1CN(S(=O)(=O)C2=CC=CC=C2O1)CC3=C(C=CC(=C3)C(CC(=O)O)C4=CC5=C(C=C4)N(N=N5)C)C,1,0,0
118170060,CC[C@@H]1CN(S(=O)(=O)C2=CC=CC=C2O1)CC3=C(C=CC(=C3)C(CC(=O)O)C4=C(C=C(C=C4)C#N)OC)C,1,0,0
118170074,CC[C@@H]1CN(S(=O)(=O)C2=CC=CC=C2O1)CC3=C(C=CC(=C3)C(CCC4=CN(N=N4)C(C)C)CC(=O)O)C,1,0,0
118170079,CC[C@@H]1CN(S(=O)(=O)C2=CC=CC=C2O1)CC3=C(C=CC(=C3)[C@@H](C4=C(C5=C(C=C4)N(N=N5)C)C)C(C)(C)C(=O)O)C,1,0,0
118170092,C[C@@H]1CN(S(=O)(=O)C2=CC=CC=C2O1)CC3=C(C=CC(=C3)C(CCC4CCCC4)CC(=O)O)C,1,0,0
118170093,CCN1C=CC(=CC1=O)C(CC(=O)O)C2=CC(=C(C=C2)C)CN3C[C@H](OC4=CC=CC=C4S3(=O)=O)C,1,0,0
118170133,CC1CC2=CC=CC=C2S(=O)(=O)N(C1)CC3=C(C=CC(=C3)C(CC(=O)O)C4=C(C=C(C=C4)C#N)C)C,1,0,0
118170142,CCCN1C=C(N=N1)CCC(CC(=O)O)C2=CC(=C(C=C2)C)CN3C[C@H](OC4=CC=CC=C4S3(=O)=O)CC,1,0,0
118170164,CCN1C2=C(C(=C(C=C2)C(CC(=O)O)C3=CC(=C(C=C3)C)CN4C[C@H](OC5=CC=CC=C5S4(=O)=O)C)C)N=N1,1,0,0
118170167,CC1CC2=CC=CC=C2S(=O)(=O)N(C1)C3CCC4=C3C=C(C=C4)C(CC(=O)O)C5=C(C6=C(C=C5)N(N=N6)C)C,1,0,0
