cid,SMILES,stat,mtor,nfkb
135435012,C1CC1C(=O)NC2=NNC3=NC(=C(C=C32)Cl)C4=CC=C(C=C4)O,0,0,1
135435013,CC1=CC2=C(NN=C2NC(=O)C3CC3)N=C1C4=CC=C(C=C4)O,0,0,1
135435015,CN1CCC(CC1)C(=O)NC2=NNC3=NC(=C(C=C32)Br)C4=CC=C(C=C4)O,1,0,1
135435016,C1CC1C(=O)NC2=NNC3=C2C=CC(=N3)C4=CC(=C(C=C4)O)Br,0,0,1
135435017,C1CC1C(=O)NC2=NNC3=C2C=CC(=N3)C4=CC(=C(C=C4)O)Cl,0,0,1
135438733,CN1C(=NN=C1SCC2=NC3=CC=CC=C3C(=O)N2)CNC(=O)C4=CC=CC=C4F,0,0,0
135439690,C1=CC=C(C=C1)C2=CN=NC(=N2)N/N=C\C3=CC=C(C=C3)O,0,1,0
135443986,CN1C(=O)C(=C(C(=N1)C2=CC=CC=C2)O)N=NC3=CC=CC=C3,0,1,0
135446643,C1=CC=C2C(=C1)C=CC(=C2/C=N/NC3=NON=C3N)O,0,1,0
135449223,CC1=CC2=C(C=C1)N=C(N=C2OC)NC3=NC4=CC=CC=C4C(=O)N3,0,0,1
135449264,CCC/C(=N\O)/C1=CNC2=CC=CC=C21,1,0,0
135449568,CC1=CC2=C(C=C1)N=C(O2)NC3=NC(=CC(=O)N3)COC,0,0,1
135452472,C1=CC2=C(NC(=C2C=C1)O)N=C3N=C4C=CC=CC4=N3,0,1,0
135455174,CC1=C(C=C(C=C1)NC(=O)CC2C(=O)N/C(=N\N=C\C3=CC=CO3)/S2)Cl,0,1,0
135458003,CCCC(=O)NC1=NNC2=C1C=CC(=C2)C3=CC=C(C=C3)O,0,0,1
135458272,CC1=CC=C(C=C1)N=C2NC(=O)/C(=C/C=C/C3=CC=CO3)/S2,0,1,0
135458511,C1=CC=C2C(=C1)N=C(C3=NN=NN23)NC4=CC=CC=C4O,0,1,0
135458522,CCCOC1=CC=CC(=C1)C2C3=C(C(=O)N2CC4=CC=CO4)NN=C3C5=CC=CC=C5O,0,1,0
135458727,C1=CC(=CC=C1/C=N/NC(=O)N/N=C/C2=CC=C(C=C2)O)O,0,1,0
135460490,C1=CC=C2C(=C1)N=C(S2)N/N=C/C3=C(C(=CC(=C3)Cl)[N+](=O)[O-])O,0,1,0
135460574,CC1=CC(=C(C=C1)O)N=N/C(=C(\C)/O)/C(=O)N,1,0,1
135460587,CC1=CC(=C(C=C1)O)N=N/C(=C(/C)\O)/C(=O)C,1,0,0
135461617,CC1=CC(=C(N1CC=C)C)C2=NNC(=NCC=C)SC2,1,0,1
135467535,CC1=CC=C(C=C1)N2C(=O)C(=C(N2)C)/C=N/C3=NC4=C(S3)C=C(C=C4)OC,0,1,0
135467614,C1CCN(C1)C(=O)CN2C(=C(SC2=O)/C=C/3\C=NC4=C3C=C(C=C4)Br)O,0,1,0
135470845,COC1=CC(=CC(=C1O)OC)/C=N/NC2=CC=CC=N2,0,1,0
135472740,C1=COC(=C1)/C=N/N=C/2\NC(=O)C(S2)CC3=CC=C(C=C3)F,0,1,0
135472835,CC1=C(C=CC(=C1)N=NC(=O)C2=CC=CC=C2)O,1,0,0
135472859,C1=CC=C(C(=C1)N/N=C/C2=CC(=CN2)C(=O)CCl)Cl,0,0,1
135476890,CC1CCN(CC1)C2=NC3=C(C(=C2)C)C(=CC=C3)O,0,1,1
135490301,CC1=CC=C(C=C1)N=NC2=C(N(NC2=O)C3=CC=CC=C3)N,0,0,1
135492650,C1=CC=C(C=C1)C(=O)NC2=C[N+](=CC=C2)C3=NC4=CC=CC=C4N=C3C(=C=[N-])C#N,0,1,0
135512336,CN(C)C=O.C1C(C2=C(NC1=O)SC(=N)C3=C2N=C(C(=C3N)C#N)N)C4=CC=CC=C4Cl,0,1,0
135512342,CCCS/C(=N/N=C/C1=C(C=CC(=C1)C)O)/N,0,1,1
135512346,CCCS/C(=N/N=C/C1=CC=CC=C1O)/N,0,1,1
135512350,CCS/C(=N/N=C/C1=C(C=CC(=C1)C)O)/N,0,1,1
135512391,C1=CC=C2C(=C1)/C(=N/N=C/C3=CC=C(O3)C4=CC=C(C=C4)[N+](=O)[O-])/C(=O)N2,0,1,0
135517010,CCN(CC)C1=CC(=C(C=C1)/C=N/C2=C(C3=C(S2)N4CCC3CC4)C#N)O,0,1,0
135519865,CCN(CC)C1=CC(=C(C=C1)/C=N/NC(=S)NC)O,0,1,1
135520006,COC1=CC(=CC(=C1O)OC)/C=N/NC2=CC=CC=C2[N+](=O)[O-],0,1,0
135521482,CCCOC1=CC(=C(C=C1)/C=N/NC(=S)NC2=CC=CC=C2[N+](=O)[O-])O,1,0,0
135521545,CC1=CC(=NN1)C(=O)N/N=C/C2=CC=CN2,0,0,1
135521560,CCN=C1NN=C(CS1)C2=C(N(C(=C2)C)CC=C)C.Cl,1,0,0
135521618,C1=CC2=C(C=C1Cl)N=C(NC2=O)/C(=C/C3=C(C=CC(=C3)Cl)O)/Cl,0,1,0
135535958,CC(C)(C)/C(=C/C1=NC2=C(C=CC(=C2)Cl)OC1=O)/O,0,1,0
135545004,C1=C(C=C(C(=C1Br)O)Br)/C=N/NC2=C(C=NC=C2Cl)Cl,0,1,0
135546072,CCCC(=O)NC1=NNC2=CC(=C(C=C21)Br)C3=CC=C(C=C3)O,0,0,1
135549613,COC1=CC=CC(=C1O)/C=N/NC(=O)CNC(=O)COC2=CC=CC=C2,0,1,0
135560501,CC1=C(C=C(C=C1)C(=O)N/N=C(\C)/C2=CC=C(C=C2)O)Br,0,1,0
135566516,CCCC(=O)NC1=NNC2=CC(=C(C=C21)C3=CC=CC=C3)C4=CC=C(C=C4)O,0,0,1
135566652,CN1CCC(CC1)NC(=O)C2=NOC(=C2)C3=C(C=C(C=C3OC4=CC=C(C=C4)[N+](=O)[O-])O)O,1,0,0
135619980,CC1=CC(=NC(=N1)N/N=C/C2=CC=C(C=C2)O)C3=CC=CC=C3,0,1,0
135643480,C1C(S/C(=N\N=C\C2=CC=CO2)/NC1=O)C(=O)NC3=CC(=C(C=C3)Cl)Cl,0,1,0
135650435,COC1=CC=CC(=C1O)/C=C/C2=CC=CC=N2,0,1,0
135650540,COC1=C(C=CC(=C1)/C=N/NC2=CC=CC=N2)O,0,1,0
135673574,COC1=CC(=CC(=C1O)OC)/C=N/NC2=C(C(=NC(=C2F)F)F)F,0,1,0
135676128,COC1=CC(=CC(=C1O)OC)/C=C(\C#N)/C2=CC=CC=N2,0,1,0
135681140,CCCCOC1=CC=C(C=C1)/C=C/C2=NC3=CC=CC=C3C(=O)N2,1,0,0
135753941,CCCCC1=NC(=CC(=O)N1)C2=CC=NC=C2,0,0,1
135761798,CCOC(=O)C1=C(N=C(S1)C2=CC=NC=C2)O,1,0,0
135848031,CCCC(=O)NC1=NNC2=CC(=C(C=C21)C3=CC=C(C=C3)CC)C4=CC=C(C=C4)O,0,0,1
135848037,CCCC(=O)NC1=NNC2=CC(=C(C=C21)C3=CC=C(C=C3)O)C4=CC=C(C=C4)O,0,0,1
135863110,C1=CC(=C(C=C1CN=CC2=C(NC(=O)C3=C2C=C(C=C3)I)O)O)C4=COC=C4,1,0,0
135981187,CC1=CC(=C2C(=C1O)C=CC=C2O)N=NC(=O)C3=CN=CC=C3,0,1,1
135981188,CC1=CC(=C2C(=C1O)C=CC=C2O)N=NC(=O)C3=CC=CC=C3,0,1,1
135983985,C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)O)CO)N5CCOC[C@@H]5C,0,1,0
136013680,CN1CCC(CC1)NC(=O)C2=NOC(=C2)C3=C(C=C(C=C3OC4=CC=C(C=C4)N(C)C)O)O,1,0,0
136027065,CCCCN(CCC#N)C(=O)C1=CC2=C(C=C1)N=C(N2)C3=NNC4=CC=CC=C43,0,0,1
136041770,CC(C)C(C1=NC(=CC(=O)N1)N2CCOCC2)C(=O)NC3=CC=C(C=C3)F,0,1,0
136044164,CCOC1=CC(=C(C(=C1O)C=NC2=CC3=C(C=C2)N=CN3)Br)Br,1,0,0
136069615,CN1CCN(CC1)CC2=C3CCN(C3=CC=C2)C(=O)CC4=NC(=CC(=O)N4)N5CCOCC5,0,1,0
136084660,CC1=CC=C(C=C1)NC(=O)NC2CCN(CC2)CC3=CC=C(C=C3)C4=NN=C5N4C6=C(NC7=CC=CC=C75)N=CC=C6,0,1,0
136084662,C1CN(CCC1NC(=O)NCCC2=CC=CS2)CC3=CC=C(C=C3)C4=NN=C5N4C6=C(NC7=CC=CC=C75)N=CC=C6,0,1,0
136084669,C1CN(CCC1C2=CNC3=CC=CC=C32)CC4=CC=C(C=C4)C5=NN=C6N5C7=C(NC8=CC=CC=C86)N=CC=C7,0,1,0
136084671,CC(C)(C1=CC=C(C=C1)C2=NN=C3N2C4=C(NC5=CC=CC=C53)N=CC=C4)N,0,1,0
136084675,CC1=CC=C(C=C1)S(=O)(=O)NC2(CCC2)C3=CC=C(C=C3)C4=NN=C5N4C6=C(NC7=CC=CC=C75)N=CC=C6,0,1,0
136084678,C1CN(CCC1C2=NN=C(O2)C3=CC=CC=C3)CC4=CC=C(C=C4)C5=NN=C6N5C7=C(NC8=CC=CC=C86)N=CC=C7,0,1,0
136084682,C1CC1(C2=CC=C(C=C2)C3=NN=C4N3C5=C(NC6=CC=CC=C64)N=CC=C5)N,0,1,0
136084684,C1CC(NC1)C2=CC=C(C=C2)C3=NN=C4N3C5=C(NC6=CC=CC=C64)N=CC=C5,0,1,0
136084700,C1OC2=C(O1)C=C(C=C2)C(=O)NC3=CC=C(C=C3)C4=NN=C5N4C6=C(NC7=CC=CC=C75)N=CC=C6,0,1,0
136088585,CC(=O)N1CCC(CC1)N2C3=NC=NC(=C3C(=N2)C4=CC5=C(N4)C=CC(=C5)O)N,0,1,0
136088589,CC(C)N1CCC(CC1)N2C3=NC=NC(=C3C(=N2)C4=CC5=C(N4)C(=CC=C5)O)N,0,1,0
136088597,C1COCCC1N2C3=NC=NC(=C3C(=N2)C4=CC5=C(N4)C(=CC=C5)O)N,0,1,0
136088598,CC(C)N1CCC(CC1)N2C3=NC=NC(=C3C(=N2)C4=CC5=C(C=CC(=C5N4)O)Cl)N,0,1,0
136088603,CC(=O)N1CCC(CC1)N2C3=NC=NC(=C3C(=N2)C4=CC5=C(N4)C=C(C=C5)O)N,0,1,0
136088606,CC(=O)N1CCC(CC1)N2C3=NC=NC(=C3C(=N2)C4=CC5=C(C=CC(=C5N4)O)Cl)N,0,1,0
136088622,CC(=O)N1CCC(CC1)N2C3=NC=NC(=C3C(=N2)C4=CC5=CC(=CC(=C5N4)Cl)O)N,0,1,0
136088629,C1CCC(C1)N2C3=NC=NC(=C3C(=N2)C4=CC5=C(N4)C(=CC=C5)O)N,0,1,0
136163746,C1CC(CN(C1)CC2=CC=C(C=C2)C3=NN=C4N3C5=C(NC6=CC=CC=C64)N=CC=C5)OC7=CC=CC=C7,0,1,0
136163751,C1CC1CNCC2=CC=C(C=C2)C3=NN=C4N3C5=C(NC6=CC=CC=C64)N=CC=C5,0,1,0
136163752,CCN(CC)C(=O)C1CCCN(C1)CC2=CC=C(C=C2)C3=NN=C4N3C5=C(NC6=CC=CC=C64)N=CC=C5,0,1,0
136163755,C1=CC=C(C=C1)CNCC2=CC=C(C=C2)C3=NN=C4N3C5=C(NC6=CC=CC=C64)N=CC=C5,0,1,0
136163757,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC2CCN(CC2)CC3=CC=C(C=C3)C4=NN=C5N4C6=C(NC7=CC=CC=C75)N=CC=C6,0,1,0
136163760,C1CN(CCC1NC(=O)NCC2=CC=CC=C2Cl)CC3=CC=C(C=C3)C4=NN=C5N4C6=C(NC7=CC=CC=C75)N=CC=C6,0,1,0
136163761,CC1=CC=C(C=C1)CN2CCN(CC2)CC3=CC=C(C=C3)C4=NN=C5N4C6=C(NC7=CC=CC=C75)N=CC=C6,0,1,0
136163765,C1CC(CN(C1)CC2=CC=C(C=C2)C3=NN=C4N3C5=C(NC6=CC=CC=C64)N=CC=C5)O,0,1,0
136163766,CC1=C(SC(=N1)C)S(=O)(=O)NC2CCN(CC2)CC3=CC=C(C=C3)C4=NN=C5N4C6=C(NC7=CC=CC=C75)N=CC=C6,0,1,0
136163768,CCCC1=CC=CC=C1NC(=O)NC2CCN(CC2)CC3=CC=C(C=C3)C4=NN=C5N4C6=C(NC7=CC=CC=C75)N=CC=C6,0,1,0
136163769,C1CN(CCC1CO)CC2=CC=C(C=C2)C3=NN=C4N3C5=C(NC6=CC=CC=C64)N=CC=C5,0,1,0
136163770,C1CCC(C1)C(=O)N2CCN(CC2)CC3=CC=C(C=C3)C4=NN=C5N4C6=C(NC7=CC=CC=C75)N=CC=C6,0,1,0
136163776,COC1=CC=CC(=C1)C(=O)NC2CCN(CC2)CC3=CC=C(C=C3)C4=NN=C5N4C6=C(NC7=CC=CC=C75)N=CC=C6,0,1,0
136163780,C1CN(CCC1NC(=O)NC2=CC=CC=C2F)CC3=CC=C(C=C3)C4=NN=C5N4C6=C(NC7=CC=CC=C75)N=CC=C6,0,1,0
136163781,CC(C)(C)OC(=O)NC1CCN(CC1)CC2=CC=C(C=C2)C3=NN=C4N3C5=C(NC6=CC=CC=C64)N=CC=C5,0,1,0
136163784,[C-]#[N+]C1=CC=C(C=C1)C(=O)NC2CCN(CC2)CC3=CC=C(C=C3)C4=NN=C5N4C6=C(NC7=CC=CC=C75)N=CC=C6,0,1,0
136163786,CC(=O)NC1CCN(C1)CC2=CC=C(C=C2)C3=NN=C4N3C5=C(NC6=CC=CC=C64)N=CC=C5,0,1,0
136163788,C1CC(C1)NCC2=CC=C(C=C2)C3=NN=C4N3C5=C(NC6=CC=CC=C64)N=CC=C5,0,1,0
136163792,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC2CCN(CC2)CC3=CC=C(C=C3)C4=NN=C5N4C6=C(NC7=CC=CC=C75)N=CC=C6,0,1,0
136163801,CC1=CC(=CC=C1)NC(=O)NC2CCN(CC2)CC3=CC=C(C=C3)C4=NN=C5N4C6=C(NC7=CC=CC=C75)N=CC=C6,0,1,0
136163805,CC1=CC(=NO1)COCC2=CC=C(C=C2)C3=NN=C4N3C5=C(NC6=CC=CC=C64)N=CC=C5,0,1,0
136163806,COC1=C(C=C(C=C1)NC(=O)NC2CCN(CC2)CC3=CC=C(C=C3)C4=NN=C5N4C6=C(NC7=CC=CC=C75)N=CC=C6)Cl,0,1,0
136163808,COC1=C(C=C(C=C1)CCNC(=O)NC2CCN(CC2)CC3=CC=C(C=C3)C4=NN=C5N4C6=C(NC7=CC=CC=C75)N=CC=C6)OC,0,1,0
136163813,[C-]#[N+]C1(CCN(CC1)CC2=CC=C(C=C2)C3=NN=C4N3C5=C(NC6=CC=CC=C64)N=CC=C5)C7=CC=CC=C7,0,1,0
136163814,C1CN(CCC1NS(=O)(=O)C2=CC=CC=C2F)CC3=CC=C(C=C3)C4=NN=C5N4C6=C(NC7=CC=CC=C75)N=CC=C6,0,1,0
136163830,COC(=O)C1=C(C=CS1)S(=O)(=O)NC2CCN(CC2)CC3=CC=C(C=C3)C4=NN=C5N4C6=C(NC7=CC=CC=C75)N=CC=C6,0,1,0
136163831,CC1=CC=CC=C1CNC(=O)NC2CCN(CC2)CC3=CC=C(C=C3)C4=NN=C5N4C6=C(NC7=CC=CC=C75)N=CC=C6,0,1,0
136163833,CC(C)CCNCC1=CC=C(C=C1)C2=NN=C3N2C4=C(NC5=CC=CC=C53)N=CC=C4,0,1,0
136163838,CC(C)CNCC1=CC=C(C=C1)C2=NN=C3N2C4=C(NC5=CC=CC=C53)N=CC=C4,0,1,0
136163841,C1CN(CCC1NC(=O)NC2=CC=C(C=C2)F)CC3=CC=C(C=C3)C4=NN=C5N4C6=C(NC7=CC=CC=C75)N=CC=C6,0,1,0
136163847,COC1=CC=CC=C1NC(=O)NC2CCN(CC2)CC3=CC=C(C=C3)C4=NN=C5N4C6=C(NC7=CC=CC=C75)N=CC=C6,0,1,0
136163849,CC(C)(C)OC(=O)NC1(CC1)C2=CC=C(C=C2)C3=NN=C4N3C5=C(NC6=CC=CC=C64)N=CC=C5,0,1,0
136163856,C1CN(CCN1CCC2=CC=CC=C2)CC3=CC=C(C=C3)C4=NN=C5N4C6=C(NC7=CC=CC=C75)N=CC=C6,0,1,0
136163857,COC1=CC(=CC=C1)S(=O)(=O)NC2CCN(CC2)CC3=CC=C(C=C3)C4=NN=C5N4C6=C(NC7=CC=CC=C75)N=CC=C6,0,1,0
136163860,CC1=CC=CC=C1NC(=O)NC2CCN(CC2)CC3=CC=C(C=C3)C4=NN=C5N4C6=C(NC7=CC=CC=C75)N=CC=C6,0,1,0
136163861,C1CCC(CC1)CS(=O)(=O)NC2CCN(CC2)CC3=CC=C(C=C3)C4=NN=C5N4C6=C(NC7=CC=CC=C75)N=CC=C6,0,1,0
136163873,CC1=CC(=C(C=C1)OC)NC(=O)NC2CCN(CC2)CC3=CC=C(C=C3)C4=NN=C5N4C6=C(NC7=CC=CC=C75)N=CC=C6,0,1,0
136163880,CC1=C(C(=NO1)C)S(=O)(=O)NC2CCN(CC2)CC3=CC=C(C=C3)C4=NN=C5N4C6=C(NC7=CC=CC=C75)N=CC=C6,0,1,0
136163881,C1CN(CCC1NS(=O)(=O)CC2=CC=CC=C2)CC3=CC=C(C=C3)C4=NN=C5N4C6=C(NC7=CC=CC=C75)N=CC=C6,0,1,0
136163882,CN1CCC(CC1)N(C)CC2=CC=C(C=C2)C3=NN=C4N3C5=C(NC6=CC=CC=C64)N=CC=C5,0,1,0
136163896,CC1=CC(=CC=C1)S(=O)(=O)NC2(CCC2)C3=CC=C(C=C3)C4=NN=C5N4C6=C(NC7=CC=CC=C75)N=CC=C6,0,1,0
136163898,C1CC(C1)(C2=CC=C(C=C2)C3=NN=C4N3C5=C(NC6=CC=CC=C64)N=CC=C5)NCCC7=CC=CC=C7,0,1,0
136163902,C1CC1S(=O)(=O)NC2CCN(CC2)CC3=CC=C(C=C3)C4=NN=C5N4C6=C(NC7=CC=CC=C75)N=CC=C6,0,1,0
136163908,CC(C)CS(=O)(=O)NC1CCN(CC1)CC2=CC=C(C=C2)C3=NN=C4N3C5=C(NC6=CC=CC=C64)N=CC=C5,0,1,0
136163912,COCCNCC1=CC=C(C=C1)C2=NN=C3N2C4=C(NC5=CC=CC=C53)N=CC=C4,0,1,0
136163916,CCOC(=O)N1CCC(CC1)NCC2=CC=C(C=C2)C3=NN=C4N3C5=C(NC6=CC=CC=C64)N=CC=C5,0,1,0
136163920,CC1=C(C=CC(=C1)OC)NC(=O)NC2CCN(CC2)CC3=CC=C(C=C3)C4=NN=C5N4C6=C(NC7=CC=CC=C75)N=CC=C6,0,1,0
136163923,C1CN(CCC1NS(=O)(=O)C2=CC=CC(=C2)F)CC3=CC=C(C=C3)C4=NN=C5N4C6=C(NC7=CC=CC=C75)N=CC=C6,0,1,0
136163925,C1CC(C1)C(=O)NCC2=CC=C(C=C2)C3=NN=C4N3C5=C(NC6=CC=CC=C64)N=CC=C5,0,1,0
136163926,CC1=NOC(=N1)C2CCCN(C2)CC3=CC=C(C=C3)C4=NN=C5N4C6=C(NC7=CC=CC=C75)N=CC=C6,0,1,0
136163927,CC1=CC(=NO1)C(=O)NC2(CCC2)C3=CC=C(C=C3)C4=NN=C5N4C6=C(NC7=CC=CC=C75)N=CC=C6,0,1,0
136163931,C1CC(=O)N(C1)CCCNCC2=CC=C(C=C2)C3=NN=C4N3C5=C(NC6=CC=CC=C64)N=CC=C5,0,1,0
136163934,CCCNCC1=CC=C(C=C1)C2=NN=C3N2C4=C(NC5=CC=CC=C53)N=CC=C4,0,1,0
136163935,C1CN(CCC1OC2=CC=CC=C2)CC3=CC=C(C=C3)C4=NN=C5N4C6=C(NC7=CC=CC=C75)N=CC=C6,0,1,0
136163938,C1CN(CCC1NC(=O)NC2=CC(=CC=C2)Cl)CC3=CC=C(C=C3)C4=NN=C5N4C6=C(NC7=CC=CC=C75)N=CC=C6,0,1,0
136163939,C1CN(CCC1NC(=O)NCCC2=CC=C(C=C2)Cl)CC3=CC=C(C=C3)C4=NN=C5N4C6=C(NC7=CC=CC=C75)N=CC=C6,0,1,0
136163945,COC1=CC=CC(=C1)CNC(=O)NC2CCN(CC2)CC3=CC=C(C=C3)C4=NN=C5N4C6=C(NC7=CC=CC=C75)N=CC=C6,0,1,0
136182355,C1=CC=C(C=C1)CC2=NOC(=N2)C3=CC=CC=C3O,0,0,1
136215718,CC1=C(N2C(=N1)C(=CC(=N2)N3CCOCC3)C4=CN=CN4)NC5=CC=CC(=C5CN6CCN(CC6)C)C(F)(F)F,0,1,0
136219394,CC(C)NC1=CC=C(C=C1)OC2=CC(=CC(=C2C3=CC(=NO3)C(=O)NC4CCN(CC4)C)O)O,1,0,0
136229541,C1=CC=C2C(=C1)C3=NN=C(N3C4=C(N2)N=CC=C4)C5=CC=C(C=C5)NC(=O)C6=CC(=CC(=C6)C(F)(F)F)C(F)(F)F,0,1,0
136229543,CCCC(=O)NC1=CC=C(C=C1)C2=NN=C3N2C4=C(NC5=CC=CC=C53)N=CC=C4,0,1,0
136229544,CC(C)CC(=O)NC1=CC=C(C=C1)C2=NN=C3N2C4=C(NC5=CC=CC=C53)N=CC=C4,0,1,0
136229547,CC(C)(C)CC(=O)NC1=CC=C(C=C1)C2=NN=C3N2C4=C(NC5=CC=CC=C53)N=CC=C4,0,1,0
136229549,CCC(=O)NC1=CC=C(C=C1)C2=NN=C3N2C4=C(NC5=CC=CC=C53)N=CC=C4,0,1,0
136229561,C1=CC=C2C(=C1)C3=NN=C(N3C4=C(N2)N=CC=C4)C5=CC=C(C=C5)NC(=O)C6=CC=C(C=C6)C(F)(F)F,0,1,0
136229562,COCC(=O)NC1=CC=C(C=C1)C2=NN=C3N2C4=C(NC5=CC=CC=C53)N=CC=C4,0,1,0
136229565,C1CC(C1)C(=O)NC2=CC=C(C=C2)C3=NN=C4N3C5=C(NC6=CC=CC=C64)N=CC=C5,0,1,0
136229570,C1=CC=C(C=C1)S(=O)(=O)NCCC2=CC=C(C=C2)C3=NN=C4N3C5=C(NC6=CC=CC=C64)N=CC=C5,0,1,0
136229571,COC1=CC=C(C=C1)S(=O)(=O)NCCC2=CC=C(C=C2)C3=NN=C4N3C5=C(NC6=CC=CC=C64)N=CC=C5,0,1,0
136229572,C1=CC=C(C=C1)C(=O)NCCC2=CC=C(C=C2)C3=NN=C4N3C5=C(NC6=CC=CC=C64)N=CC=C5,0,1,0
136229575,CC(C)(C)OC(=O)NCCC1=CC=C(C=C1)C2=NN=C3N2C4=C(NC5=CC=CC=C53)N=CC=C4,0,1,0
136249382,CC1(CN(C2=CC=CC=C21)C(=O)CC3=NC(=CC(=O)N3)N4CCOCC4)C,0,1,0
136254389,CN(C)C1=CC=C(C=C1)OC2=CC(=CC(=C2C3=CC(=NO3)C(=O)NC4CCN(CC4)C5CCC6(CC5)OCCO6)O)O,1,0,0
136264073,CC1=CC(=C2C(=C1O)C=CC=C2O)N=NC(=O)C3=CC=NC=C3,0,1,1
136266918,CC1=CC(=C2C(=C1O)C=CC=C2O)N=NC(=O)C3=CC=CC=C3O,0,1,1
136504218,CC1=CC(=C2C(=C1O)C=CC=C2O)N=NC(=O)C3=CC4=CC=CC=C4C=C3O,0,1,1
136504219,CC1=CC(=C2C(=C1O)C=CC=C2O)N=NC(=O)CC3=CNC4=CC=CC=C43,0,1,1
137014980,C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)O)C(=O)C)N5CCOC[C@@H]5C,0,1,0
137529027,CCCCCCCC(=O)NNC(=O)C1=C(C2C=C(C=CC2=NC1=O)Br)O,0,0,1
137529028,CCCCCCCC(=O)NNC(=O)C1=C(C2C=C(C=CC2=NC1=O)Cl)O,0,0,1
137633743,COC1=C2C=C(C=CC2=NC=C1NC(=O)CN3CCOCC3)C4=CC(=C(N=C4)OC)NS(=O)(=O)C5=CC=C(C=C5)C(F)(F)F,0,1,0
137634261,CCCCN1C=NC2=C1N=C(C=C2N3CCOC[C@@H]3C)C4=CC=C(C=C4)NC(=O)NCC,0,1,0
137636642,CC(=CC[C@@H]1C[C@]23C[C@@H]([C@H](OC2=C(C(=O)[C@@](C3=O)(C1(C)C)CC=C(C)C)C(=O)C4=CC(=C(C=C4)O)O)C=C(C)C)C(=C)C)C,1,0,0
137643612,CC1=CC=C(C=C1)C(C2=C(C=CC3=CC=CC=C32)O)N4CCCC4=O,0,1,0
137648771,C1=CC(=CC=C1C2=C3C(=CNC3=NC(=N2)N)C#N)F,0,0,1
137653213,COC1=CC=CC=C1CNCCCN2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)CCCNCCCCN)C2=O,0,1,0
137653565,CC1=NN=C2N1[C@H]3CCN(C[C@@H]3CC2)CC4=CC5=C(S4)C(=NC(=N5)C6=CC(=CC=C6)O)N7CCOCC7,0,1,0
137654574,CCCN1C(=NC2=C1N=C(C=C2N3CCOC[C@@H]3C)C4=CC=C(C=C4)NC(=O)NCC)C,0,1,0
137659802,C[C@@H](CC/C=C(\C)/CC1C(=O)C(=O)C(=O)O1)/C=C/C=C(\C)/CCCC2=COC=C2,0,0,1
137662140,CC1=C(SC(=N1)CC2=CC(=CC=C2)C(F)(F)F)C3=CN=C(C=C3)C(=O)N,0,1,0
138559074,CC1=NC=C(O1)C2=CC(=C3C=NC(=CC3=C2)NC(=O)C4CCC(CC4)N(C)C)F,0,0,1
138559075,CN1CCC(CC1)N(C)C(=O)NC2=CC3=CC(=CC(=C3C=N2)F)C4=CN(N=C4)C,0,0,1
138559076,CC1=NN=C(S1)C2=CC3=CC(=NC=C3C=C2)NC(=O)N[C@H]4CCN(C[C@@H]4F)C,0,0,1
138559080,CC1=NC=C(O1)C2=CC3=CC(=NC=C3C=C2)NC(=O)C4CCC(CC4)N(C)CC(F)F,0,0,1
138559085,CC1=NN=C(S1)C2=CC3=CC(=NC=C3C=C2)NC(=O)N4CC[C@H]([C@@H](C4)F)N,0,0,1
138559089,CC1=NN=C(S1)C2=CC3=CC(=NC=C3C=C2)NC(=O)C4CCC(CC4)N5CCN(CC5)C,0,0,1
138559093,CN1CCC(CC1)N(C)C(=O)NC2=CC3=CC(=CC(=C3C=N2)F)C4=CN(N=N4)C,0,0,1
138559100,CC1=NN=C(S1)C2=CC3=CC(=NC=C3C=C2)NC(=O)N4[C@@H]5CC[C@H]4CC(C5)NCCC(F)(F)F,0,0,1
138559102,CC1=NN=C(S1)C2=CC3=CC(=NC=C3C=C2)NC(=O)N4CCC(CC4)N5CCN(CC5)C,0,0,1
138559107,CC1=NC=C(O1)C2=CC3=CC(=NC=C3C=C2)NC(=O)C4CCC(CC4)CN5CCOCC5,0,0,1
138559111,CC1=NN=C(S1)C2=CC3=CC(=NC=C3C=C2)NC(=O)N4CC[C@@H]([C@H](C4)F)NC,0,0,1
138559114,CC1=NN=C(S1)C2=CC3=CC(=NC=C3C=C2)NC(=O)N4CC[C@@H]([C@H](C4)F)N(C)C,0,0,1
138559116,CC1=NC=C(O1)C2=CC3=CC(=NC=C3C=C2)NC(=O)C4CCC(CC4)NC(CF)CF,0,0,1
138559117,CC1=NC=C(O1)C2=CC3=CC(=NC=C3C=C2)NC(=O)C4CCC(CC4)N(C)C5COC5,0,0,1
138559122,CC1=NC=C(O1)C2=CC3=CC(=NC=C3C=C2)NC(=O)N4CCC(CC4)N(C)CC(F)F,0,0,1
138559124,CC1=NC=C(O1)C2=CC3=CC(=NC=C3C=C2)NC(=O)CN4CCC(CC4)OC,0,0,1
